"userid","Prolific_ID","ID_check","Progress","Duration__in_seconds_","RecordedDate","ResponseId","ExternalReference","Consent_confirm","Consent_no","Recording_test","Demo_gender","Demo_age","Demo_education","Demo_marital","Demo_income","Demo_family","SWLS_1","SWLS_2","SWLS_3","SWLS_4","SWLS_5","PERMA_1","PERMA_2","PERMA_3","PERMA_4","PERMA_5","PERMA_6","PWB_1","PWB_2","PWB_3","PWB_4","PWB_5","PWB_6","PWB_7","PWB_8","PWB_9","PWB_10","PWB_11","Attention1","PWB_12","PWB_13","PWB_14","PWB_15","PWB_16","PWB_17","PWB_18","PWB_0","ANIQ_1","ANIQ_2","ANIQ_3","ANIQ_4","ANIQ_5","ANIQ_6","ANIQ_7","ANIQ_8","ANIQ_9","ANIQ_10","ANIQ_11","ANIQ_12","ANIQ_13","ANIQ_14","ANIQ_15","ANIQ_16","ANIQ_17","ANIQ_18","ANIQ_19","ANIQ_20","ANIQ_0","WBpro_Autonomy","WBpro_Clear Thinking","WBpro_Competence","WBpro_Emotional Stability","WBpro_Empathy","WBpro_Engagement","WBpro_Meaning","WBpro_Optimism","WBpro_Positive Emotions","Attention2","WBpro_Positive Relationships","WBpro_Prosocial Behavior","WBpro_Resilience","WBpro_Self-Acceptance","WBpro_Self-Esteem","WBpro_Vitality","SRIS12_1","SRIS12_2","SRIS12_3","SRIS12_4","SRIS12_5","SRIS12_6","SRIS12_7","SRIS12_8","SRIS12_9","SRIS12_10","SRIS12_11","SRIS12_12","PromptNarr_1_confirm","PromptNarr_1_time_First_Click","PromptNarr_1_time_Last_Click","PromptNarr_1_time_Page_Submit","PromptNarr_1_time_Click_Count","PromptNarr_2_confirm","PromptNarr_2_time_First_Click","PromptNarr_2_time_Last_Click","PromptNarr_2_time_Page_Submit","PromptNarr_2_time_Click_Count","PromptNarr_3_confirm","PromptNarr_3_time_First_Click","PromptNarr_3_time_Last_Click","PromptNarr_3_time_Page_Submit","PromptNarr_3_time_Click_Count","PromptNarr_4_confirm","PromptNarr_4_time_First_Click","PromptNarr_4_time_Last_Click","PromptNarr_4_time_Page_Submit","PromptNarr_4_time_Click_Count","PromptNarr_5_confirm","PromptNarr_5_time_First_Click","PromptNarr_5_time_Last_Click","PromptNarr_5_time_Page_Submit","PromptNarr_5_time_Click_Count","PromptWB_1_confirm","PromptWB_1_time_First_Click","PromptWB_1_time_Last_Click","PromptWB_1_time_Page_Submit","PromptWB_1_time_Click_Count","PromptWB_2_confirm","PromptWB_2_time_First_Click","PromptWB_2_time_Last_Click","PromptWB_2_time_Page_Submit","PromptWB_2_time_Click_Count","PromptWB_3_confirm","PromptWB_3_time_First_Click","PromptWB_3_time_Last_Click","PromptWB_3_time_Page_Submit","PromptWB_3_time_Click_Count","PromptWB_4_confirm","PromptWB_4_time_First_Click","PromptWB_4_time_Last_Click","PromptWB_4_time_Page_Submit","PromptWB_4_time_Click_Count","PromptWB_5_confirm","PromptWB_5_time_First_Click","PromptWB_5_time_Last_Click","PromptWB_5_time_Page_Submit","PromptWB_5_time_Click_Count","PromptWB_6_confirm","PromptWB_6_time_First_Click","PromptWB_6_time_Last_Click","PromptWB_6_time_Page_Submit","PromptWB_6_time_Click_Count","PromptWB_7_confirm","PromptWB_7_time_First_Click","PromptWB_7_time_Last_Click","PromptWB_7_time_Page_Submit","PromptWB_7_time_Click_Count","PromptWB_8_confirm","PromptWB_8_time_First_Click","PromptWB_8_time_Last_Click","PromptWB_8_time_Page_Submit","PromptWB_8_time_Click_Count","PromptWB_9_confirm","PromptWB_9_First_Click","PromptWB_9_Last_Click","PromptWB_9_Page_Submit","PromptWB_9_Click_Count","PromptWB_10_confirm","PromptWB_10_time_First_Click","PromptWB_10_time_Last_Click","PromptWB_10_time_Page_Submit","PromptWB_10_time_Click_Count","PromptWB_11_confirm","PromptWB_11_time_First_Click","PromptWB_11_time_Last_Click","PromptWB_11_time_Page_Submit","PromptWB_11_time_Click_Count","PromptWB_12_confirm","PromptWB_12_time_First_Click","PromptWB_12_time_Last_Click","PromptWB_12_time_Page_Submit","PromptWB_12_time_Click_Count","PromptWB_13_confirm","PromptWB_13_time_First_Click","PromptWB_13_time_Last_Click","PromptWB_13_time_Page_Submit","PromptWB_13_time_Click_Count","PromptWB_14_confirm","PromptWB_14_time_First_Click","PromptWB_14_time_Last_Click","PromptWB_14_time_Page_Submit","PromptWB_14_time_Click_Count","PromptWB_15_confirm","PromptWB_15_time_First_Click","PromptWB_15_time_Last_Click","PromptWB_15_time_Page_Submit","PromptWB_15_time_Click_Count","PromptGoal_confirm","PromptGoal_time_First_Click","PromptGoal_time_Last_Click","PromptGoal_time_Page_Submit","PromptGoal_time_Click_Count","ResourceHelp_1","ResourceHelp_2","ResourceHelp_3","ResourceHelp_4","ResourceHelp_5","ResourceHelp_7","ResourceHelp_8","ResourceHelp_9","ResourceHelp_9_TEXT","ContentHelp_1","ContentHelp_2","ContentHelp_3","ContentHelp_4","ContentHelp_5","ContentHelp_6","ContentHelp_7","ContentHelp_8","ContentHelp_9","ContentHelp_10","ContentHelp_11","ContentHelp_12","ContentHelp_12_TEXT","Languishing_1","Languishing_2","Languishing_3","Languishing_4","Languishing_5","Languishing_6","Languishing_7","Languishing_8","Languishing_9","Languishing_10","Document_Tools_1","Document_Tools_2","Document_Tools_3","Document_Tools_4","Document_Tools_5","Document_Tools_6","Document_Tools_7","Document_Tools_6_TEXT","Document_Freq","Document_Benefits_1","Document_Benefits_2","Document_Benefits_3","Document_Benefits_4","Document_Benefits_5","Document_Benefits_6","Document_Benefits_7","Document_Benefits_8","Document_Benefits_9","Document_Benefits_10","Document_Benefits_11","Document_Benefits_11_TEXT","StoryInterest","StoryInterest_Desc","content_recruit","Outro","survey_name","Submission.id_prolific","Status_prolific","Started.at_prolific","Completed.at_prolific","Reviewed.at_prolific","Archived.at_prolific","Time.taken_prolific","Completion.code_prolific","Total.approvals_prolific","Fluent.languages_prolific","Age_prolific","Sex_prolific","Ethnicity.simplified_prolific","Country.of.birth_prolific","Country.of.residence_prolific","Nationality_prolific","Language_prolific","Student.status_prolific","Employment.status_prolific","flag_dupe_survey","flag_most_complete","flag_failed_recording_test","flag_failed_attention","flag_failed_attention_n","flag_no_survey","max_identical","max_identical_perc","flag_rec_include","demo_race","demo_ethnicity","SWLS_tot","PERMA_pos_tot","PERMA_neg_tot","PWB_4_R","PWB_5_R","PWB_6_R","PWB_7_R","PWB_10_R","PWB_14_R","PWB_15_R","PWB_16_R","PWB_Autonomy_tot","PWB_EnvMas_tot","PWB_Growth_tot","PWB_PosRelations_tot","PWB_Purpose_tot","PWB_PurposeFULL_tot","PWB_SelfAccept_tot","SRIS12_2_R","SRIS12_3_R","SRIS12_7_R","SRIS12_8_R","SRIS12_9_R","SRIS_reflection_tot","SRIS_insight_tot","ANIQ_awareness_tot","ANIQ_temp_coherence_tot","ANIQ_causal_coherence_tot","ANIQ_thematic_coherence_tot","ANIQ_tot"
"5484655ffdf99b07b28f22cc","5484655ffdf99b07b28f22cc","5484655ffdf99b07b28f22cc",100,2791,2022-12-22 07:17:45,"R_Ampc0rOx9nG3xeN","",1,"",1,"Male","41+ years old","Master's degree","No","$25,000 - $50,000","2 - 4",6,6,6,6,6,3,1,3,0,0,3,7,7,7,1,1,3,6,6,7,3,7,3,6,7,2,2,2,6,7,7,8,8,8,8,7,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,8,7,8,3,7,7,7,7,3,7,7,7,7,7,7,6,2,1,7,7,7,1,1,1,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16.448,156.409,158.341,6,NA,NA,NA,NA,NA,1,9.666,196.246,198.401,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.602,153.118,154.601,6,1,9.582,194.953,197.914,6,1,10.747,171.84,174.677,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10.286,149.041,153.914,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,22.628,143.915,146.058,6,NA,NA,1,NA,NA,NA,NA,1,"More specific prayer re this",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,"",3,"",1,"Thanks for letting me participate and thanks for adding to our body of knowledge. :)","survey","63a44e0ad8b0fa877cdc1a0c","APPROVED","2022-12-22T12:31:09.607000Z","2022-12-22T13:17:47.849000Z","2022-12-22T22:33:10.741000","2022-12-22T13:17:48.341883Z",2799,"CEIIGKEB",3014,"English","74","Male","White","United States","United States","United States","English","No","Full-Time",FALSE,"TRUE",FALSE,FALSE,0,FALSE,13,16,TRUE,"White/Caucasian",NA,Satisfied5,3,0.333333333333333,7,7,5,2,5,6,6,6,19,20,19,18,14,14,21,6,7,7,7,7,41,41,39,39,40,40,158
"54847f1cfdf99b07b28f22f9","54847f1cfdf99b07b28f22f9","54847f1cfdf99b07b28f22f9",100,1675,2022-12-21 16:54:30,"R_pFCrpklST4VR3hL","",1,"",1,"Male","41+ years old","Bachelor's degree","No","$25,000 - $50,000","None",1,1,2,2,2,1,1,2,1,1,2,6,2,7,1,3,4,1,5,5,1,7,3,7,3,1,1,1,6,7,6,5,4,5,5,4,10,10,10,10,10,10,10,10,8,8,8,5,5,5,5,4,9,9,8,6,1,9,7,7,5,3,9,9,6,7,9,5,7,1,1,5,7,7,1,1,1,6,6,4,1,41.731,194.969,195.789,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.285,107.245,109.04,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6.979,112.876,116.393,4,1,13.224,126.428,130.092,4,1,4.278,104.335,107.273,4,1,8.562,107.29,111.244,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18.331,122.251,123.367,4,1,1,1,NA,NA,NA,NA,NA,"",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4,"",1,"","survey","63a388103206d72f4d5a0ae4","APPROVED","2022-12-21T22:26:24.449000Z","2022-12-21T22:54:53.657000Z","2022-12-22T05:49:00.268000","2022-12-21T22:54:54.116347Z",1710,"CEIIGKEB",3850,"English","49","Male","Black","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED",FALSE,"TRUE",FALSE,FALSE,0,FALSE,8,10,TRUE,"Black/African-American",NA,Extremely Dissatisfied4,1.66666666666667,1,7,5,4,7,7,7,7,7,20,17,21,14,21,21,13,7,7,7,7,7,35,42,23,50,46,28,147
"5484821efdf99b07b28f2300","5484821efdf99b07b28f2300","5484821efdf99b07b28f2300",100,1434,2022-12-22 17:49:54,"R_10OCFXYk0Kq4p1M","",1,"",1,"Female","31-40 years old","Bachelor's degree","No","$101,000 - $200,000","2 - 4",6,6,6,5,3,2,1,3,1,1,3,7,6,3,2,1,6,2,5,6,1,7,3,6,7,1,2,3,7,6,6,9,9,10,9,8,10,10,10,10,10,9,9,9,9,9,10,10,10,10,10,9,8,6,7,4,7,5,6,6,6,3,7,9,6,7,7,6,6,2,3,6,6,7,3,2,2,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.975,149.06,149.919,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.45,134.779,140.365,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.429,173.823,174.763,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10.811,138.878,141.236,5,1,13.509,155.895,156.731,6,NA,NA,NA,NA,NA,1,3.909,196.605,199.132,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.626,135.303,137.516,6,NA,1,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,"",3,1,NA,NA,1,NA,1,NA,NA,1,NA,NA,"",5,"",1,"","survey","63a4e78100fbb3d5bcd25c30","APPROVED","2022-12-22T23:25:58.036000Z","2022-12-22T23:49:57.824000Z","2022-12-23T23:31:15.388000","2022-12-22T23:49:58.188164Z",1440,"CEIIGKEB",2158,"English","38","Female","White","United States","United States","United States","English","No","Full-Time",FALSE,"TRUE",FALSE,FALSE,0,FALSE,5,6,TRUE,"White/Caucasian",NA,Satisfied1,2.66666666666667,1,6,7,2,6,7,7,6,5,19,17,20,14,16,16,20,6,5,5,6,6,39,34,45,50,45,50,190
"54924b8efdf99b77ccedc1d5","54924b8efdf99b77ccedc1d5","54924b8efdf99b77ccedc1d5",100,1445,2022-12-21 15:33:41,"R_OKkbmY1zXrv0uGd","",1,"",1,"Male","21-25 years old","High school diploma or equivalent (GED)","No","$25,000 - $50,000","None",1,4,1,1,3,0,1,1,0,2,0,1,1,1,7,7,6,7,2,1,1,4,3,5,4,1,4,6,2,4,4,5,7,6,6,4,8,7,8,8,8,5,6,5,6,6,7,6,6,8,5,5,5,5,5,4,7,5,2,5,3,3,6,6,5,5,4,4,4,5,6,2,2,3,5,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,98.087,245.954,247.247,7,NA,NA,NA,NA,NA,1,2.025,123.465,124.963,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.996,121.154,123.828,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,39.325,154.505,159.353,5,1,29.62,138.303,140.454,4,1,5.746,132.35,134.341,4,NA,NA,NA,NA,NA,1,2.127,107.102,109.246,4,1,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,"",1,1,1,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4,"",1,"","survey","63a3748d81cfcc6f50f2e99d","APPROVED","2022-12-21T21:09:34.638000Z","2022-12-21T21:33:44.644000Z","2022-12-22T05:48:10.664000","2022-12-21T21:33:45.010400Z",1451,"CEIIGKEB",1407,"English, Chinese, Spanish","22","Male","Asian","United States","United States","United States","English","Yes","Unemployed (and job seeking)",FALSE,"TRUE",FALSE,FALSE,0,FALSE,5,6,TRUE,"Asian",NA,Dissatisfied1,0.333333333333333,1,1,1,2,1,7,7,4,2,10,4,16,8,9,9,3,3,2,3,4,4,21,18,28,39,28,32,127
"549b8ef4fdf99b4ffa5fa0c9","549b8ef4fdf99b4ffa5fa0c9","549b8ef4fdf99b4ffa5fa0c9",100,1465,2022-12-25 14:05:27,"R_21AqLcxYXm808aY","",1,"",1,"Female","41+ years old","High school diploma or equivalent (GED)","No","$51,000 - $100,000","1",6,7,6,7,7,3,1,3,1,1,3,7,7,7,2,1,6,3,7,7,1,7,3,7,6,1,2,6,7,7,7,10,10,10,7,8,9,7,8,8,7,8,8,8,9,9,9,9,8,8,8,9,8,9,8,7,4,8,7,8,8,3,6,9,8,9,7,8,7,2,2,7,7,7,2,2,1,7,7,7,NA,NA,NA,NA,NA,1,16.772,124.835,126.254,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35.383,159.938,160.929,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.846,128.559,130.753,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.948,111.508,119.631,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.116,124.582,125.369,5,1,11.186,114.164,121.836,6,1,5.872,116.194,117.157,7,1,1,1,1,NA,NA,1,NA,"",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,NA,NA,NA,1,NA,1,1,1,1,1,1,NA,NA,"",4,1,1,1,1,1,1,1,1,NA,1,NA,"",5,"",1,"","survey","63a8a74708692bc5e426b7f1","APPROVED","2022-12-25T19:40:59.257000Z","2022-12-25T20:05:29.859000Z","2022-12-27T16:53:12.990000","2022-12-25T20:05:30.243940Z",1471,"CEIIGKEB",1463,"English","47","Female","White","United States","United States","United States","English","No","Full-Time",FALSE,"TRUE",FALSE,FALSE,0,FALSE,4,5,TRUE,"White/Caucasian",NA,Extremely Satisfied3,3,1,6,7,2,5,7,7,6,2,20,20,21,10,19,19,21,6,6,6,6,7,42,38,45,39,42,42,168
"549ea92efdf99b4ffa5fa208","549ea92efdf99b4ffa5fa208","549ea92efdf99b4ffa5fa208",100,1606,2022-12-20 15:13:05,"R_3pbQxdphrWzylUz","",1,"",1,"Female","31-40 years old","High school diploma or equivalent (GED)","Yes","$25,000 - $50,000","1",3,2,2,5,3,1,3,1,2,4,1,2,2,2,7,7,5,1,1,4,1,5,3,5,5,1,1,7,6,6,1,8,5,7,0,3,4,5,6,5,6,5,6,8,6,5,5,6,6,5,6,5,7,7,7,1,8,7,2,2,1,3,7,8,2,7,2,1,5,6,6,6,7,6,6,7,7,2,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,46.995,153.097,155.094,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,31.071,128.662,129.541,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8.731,106.688,107.502,4,1,6.321,113.162,114.041,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.854,104.513,105.438,4,NA,NA,NA,NA,NA,1,5.231,101.881,103.488,6,1,4.817,104.39,105.426,4,NA,1,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,"",4,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"",3,"",NA,"","survey","63a21f0710c96b76f31b6042","APPROVED","2022-12-20T20:46:10.935000Z","2022-12-20T21:13:07.676000Z","2022-12-22T05:48:26.944000","2022-12-20T21:13:07.999176Z",1617,"CEIIGKEB",1211,"English","37","Female","White","United States","United States","United States","English","No","Full-Time",FALSE,"TRUE",FALSE,FALSE,0,FALSE,3,4,TRUE,"White/Caucasian",NA,Slightly Dissatisfied1,1,3,1,1,3,7,7,7,7,1,19,6,17,9,16,16,5,2,2,2,1,1,31,15,23,26,30,28,107
"5513256cfdf99b1607b1f47b","5513256cfdf99b1607b1f47b","5513256cfdf99b1607b1f47b",100,1559,2022-12-21 16:57:35,"R_cUE3JQfXrehItfX","",1,"",1,"Male","31-40 years old","Master's degree","Yes","$51,000 - $100,000","None",1,1,1,1,1,2,1,3,0,1,3,7,2,7,2,5,4,1,6,6,1,7,3,6,7,1,2,2,7,6,5,5,3,2,3,1,7,6,8,8,8,7,7,7,7,6,5,5,5,3,4,3,9,9,9,7,4,9,8,8,7,3,8,7,7,7,9,7,6,2,2,4,6,3,2,2,1,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.467,158.282,160.029,4,NA,NA,NA,NA,NA,1,1.994,140.317,141.113,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.939,111.725,112.576,4,1,4.108,135.93,137.138,4,1,3.147,253.86,254.688,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.202,142.513,143.878,4,1,2.9,115.895,116.78,4,1,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,1,1,1,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,"",3,1,NA,NA,1,NA,NA,NA,1,1,1,NA,"",5,"",1,"","survey","63a3893efbf6c4a501438f14","APPROVED","2022-12-21T22:31:31.861000Z","2022-12-21T22:57:38.122000Z","2022-12-22T05:49:00.669000","2022-12-21T22:57:38.454363Z",1567,"CEIIGKEB",2958,"English, Japanese","31","Male","White","United States","United States","United States","English","No","Full-Time",FALSE,"TRUE",FALSE,FALSE,0,FALSE,5,6,TRUE,"White/Caucasian",NA,Extremely Dissatisfied1,2.66666666666667,0.666666666666667,6,3,4,7,7,7,6,6,19,18,20,17,21,21,12,6,6,6,6,7,29,37,14,37,34,22,107
"5588e0b4fdf99b304ee56a0e","5588e0b4fdf99b304ee56a0e","5588e0b4fdf99b304ee56a0e",100,1773,2022-12-24 12:34:38,"R_3PEP3bVylrmUyQI","",1,"",1,"Female","31-40 years old","Associate's degree","Yes","$51,000 - $100,000","1",3,3,3,4,3,1,2,2,1,1,2,5,4,3,6,6,3,1,3,3,1,6,3,7,6,1,7,5,6,3,3,6,6,7,6,5,8,7,8,8,8,8,8,8,8,8,5,5,5,7,5,5,7,6,6,7,4,7,3,6,5,3,9,7,6,5,6,3,5,3,3,4,6,6,3,3,3,5,6,5,NA,NA,NA,NA,NA,1,26.69,153.151,161.785,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,42.804,160.213,161.676,5,NA,NA,NA,NA,NA,1,9.028,132.835,134.609,5,1,25.717,151.255,152.431,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11.928,150.159,151.802,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,25.522,202.195,204.271,5,1,6.198,134.856,136.698,5,1,1,NA,1,NA,1,NA,NA,"",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,1,1,NA,1,NA,NA,1,NA,NA,1,1,NA,NA,"",3,NA,1,1,NA,NA,NA,NA,1,NA,1,NA,"",5,"",1,"","survey","63a73f4c289ba11805285618","APPROVED","2022-12-24T18:05:02.750000Z","2022-12-24T18:34:41.475000Z","2022-12-27T16:53:03.475000","2022-12-24T18:34:41.924948Z",1779,"CEIIGKEB",650,"English, Spanish","39","Female","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED",FALSE,"TRUE",FALSE,FALSE,0,FALSE,8,10,TRUE,"multi-race",NA,Slightly Dissatisfied2,1.66666666666667,1.33333333333333,2,2,5,7,7,7,1,3,10,8,20,14,17,17,11,5,5,5,5,5,31,31,30,39,40,27,136
"5588ee6ffdf99b304dd48297","5588ee6ffdf99b304dd48297","5588ee6ffdf99b304dd48297",84,932,2023-01-03 21:44:31,"R_3PGnD048ax0K2kl","",1,"",1,"Female","31-40 years old","Associate's degree","Yes","$101,000 - $200,000","2 - 4",5,5,6,6,2,2,2,3,1,1,3,6,7,4,5,5,3,3,6,6,6,7,3,6,6,2,6,6,6,5,6,10,8,10,8,6,8,6,7,8,7,9,9,10,8,9,6,7,8,8,8,9,8,8,7,4,7,7,7,8,6,3,8,7,8,8,9,4,5,2,2,6,6,7,2,1,2,6,7,5,NA,NA,NA,NA,NA,1,2.497,256.75,260.312,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"","survey",NA,"TIMEDOUT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"TRUE",FALSE,FALSE,0,FALSE,3,4,TRUE,"White/Caucasian",NA,Slightly Satisfied4,2.66666666666667,1.33333333333333,3,3,5,5,2,6,2,2,13,15,19,13,11,11,16,6,6,6,7,6,36,37,42,36,45,37,160
"5589c7cefdf99b18bd86cf31","5589c7cefdf99b18bd86cf31","5589c7cefdf99b18bd86cf31",100,1634,2022-12-26 09:27:31,"R_pJWb4oUopqDCOPv","",1,"",1,"Male","31-40 years old","Bachelor's degree","No","$25,000 - $50,000","None",3,3,3,3,1,2,1,3,1,1,2,6,4,5,4,4,6,5,5,7,2,6,3,5,4,1,4,6,6,6,6,8,8,8,9,7,8,7,8,9,8,8,8,8,9,8,9,8,8,7,8,7,6,6,8,7,6,7,8,8,5,3,4,6,7,6,8,7,6,3,5,6,6,5,6,3,2,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,63.132,198.603,202.677,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17.872,130.919,140.546,4,1,49.479,157.047,158.937,4,NA,NA,NA,NA,NA,1,10.67,123.918,124.792,4,1,20.415,151.182,154.216,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,56.292,168.795,170.635,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.224,126.999,127.868,4,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",NA,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,"",4,NA,NA,NA,1,NA,1,1,1,NA,1,NA,"",4,"",1,"n","survey","63a9b6fac6d453ca02a48c6d","APPROVED","2022-12-26T15:00:14.067000Z","2022-12-26T15:27:35.105000Z","2022-12-27T16:52:38.771000","2022-12-26T15:27:35.531035Z",1642,"CEIIGKEB",5631,"English, Spanish","39","Male","White","United States","United States","United States","English","No","DATA_EXPIRED",FALSE,"TRUE",FALSE,FALSE,0,FALSE,4,5,TRUE,"White/Caucasian",NA,Dissatisfied4,2.33333333333333,1,4,4,2,3,6,7,4,2,16,16,18,8,14,14,14,5,3,2,5,6,34,27,40,40,41,40,161
