"userid","prolific_id","id_check","progress","duration__in_seconds_","recordeddate","responseid","externalreference","consent_confirm","consent_no","recording_test","state","county","ak_county","tx_county","id_county","ia_county","nc_county","in_county","ky_county","wi_county","wa_county","demo_gender","demo_age_int","demo_age_house_01","demo_age_house_02","demo_age_house_03","demo_age_house_04","demo_age_house_05","demo_ethnicity_01","demo_ethnicity_02","demo_ethnicity_03","demo_ethnicity_04","demo_ethnicity_05","demo_ethnicity_06","demo_ethnicity_07","demo_ethnicity__99","demo_education","demo_marital","demo_income","demo_employment","demo_healthcare","qol_01","qol_01_prompt","qol_02","qol_03","qol_04","qol_05","qol_06","qol_06_prompt","qol_07","qol_07_prompt","qol_08","qol_08_prompt","qol_09","qol_10","sdoh_01","sdoh_02","sdoh_03","sdoh_04","sdoh_05","sdoh_06","sdoh_07","ab_ak_01","ab_ak_02","ab_ak_03","ab_ak_04","ab_ak_05","ab_ak_06","ab_ak_07","ab_ak_08","ab_ak_09","ab_ak_10","ab_ak_11","ab_ak_12","ab_ak_13","ab_01_01","ab_01_02","ab_01_03","ab_02_01","ab_02_02","ab_02_03","ab_02_04","ab_02_05","ab_02_06","ab_02_07","ab_02_08","ab_02_09","ab_03_01","ab_03_02","ab_03_03","ab_03_04","ab_03_05","ab_03_06","ab_03_07","ab_03_08","ab_03_09","ab_03_10","ab_03_11","ab_03_12","ab_03_13","ab_03_14","ab_03_15","ab_03_16","ab_03_17","ab_03_18","ab_03_19","ab_03_20","ab_03_21","ab_03_22","ab_03_23","ab_03_23_text","ab_33_01","ab_33_02","ab_33_03","ab_33_04","ab_33_05","ab_33_06","ab_33_07","ab_33_08","ab_33_09","ab_33_10","ab_33_11","ab_33_12","ab_33_13","ab_33_14","ab_33_15","ab_33_16","ab_33_17","ab_33_18","ab_33_19","ab_33_20","ab_33_21","ab_33_22","ab_04_01","ab_04_02","ab_04_03","ab_04_04","ab_04_05","ab_04_06","ab_04_07","ab_04_08","ab_04_09","ab_04_09_text","ab_05_01","ab_05_02","ab_05_03","ab_05_04","ab_05_05","ab_05_06","ab_05_07","ab_05_08","ab_05_09","ab_05_09_text","ab_06_01","ab_06_02","ab_06_03","ab_06_04","ab_06_05","ab_06_06","ab_06_07","ab_06_08","ab_06_09","ab_06_10","ab_07_01","ab_07_02","ab_07_03","ab_07_04","ab_07_05","ab_07_06","ab_07_07","ab_07_08","ab_07_09","ab_07_10","ab_07_10_text","ch_01","ch_02","ch_03_15_01","ch_03_15_02","ch_03_15_03","ch_03_15_04","ch_03_15_05","ch_03_15_06","ch_03_15_07","ch_03_15_08","ch_03_15_09","ch_03_15_10","ch_03_15_11","ch_03_15_12","ch_03_15_13","prbq_01","prbq_02","prbq_03","prbq_04","prbq_05","prbq_06","prbq_07","prbq_08","prbq_09","prbq_10","prbq_11","prbq_12","prbq_15","sf36_01","sf36_02","sf36_03","sf36_04","sf36_05","sf36_06","sf36_07","sf36_08","sf36_09","sf36_10","sf36_11","sf36_12","sf36_13","sf36_14","sf36_15","sf36_16","sf36_17","sf36_18","sf36_19","sf36_20","sf36_21","sf36_22","sf36_23","sf36_24","sf36_25","sf36_26","sf36_27","sf36_28","sf36_29","sf36_30","sf36_31","sf36_32","sf36_33","sf36_34","sf36_35","sf36_36","survey_name","submission_id_prolific","status_prolific","started_at_prolific","completed_at_prolific","reviewed_at_prolific","archived_at_prolific","time_taken_prolific","completion_code_prolific","total_approvals_prolific","current_us_state_of_residence_prolific","fluent_languages_prolific","age_prolific","sex_prolific","ethnicity_simplified_prolific","country_of_birth_prolific","country_of_residence_prolific","nationality_prolific","language_prolific","student_status_prolific","employment_status_prolific","flag_dupe_survey","flag_most_complete","flag_no_survey","max_identical","max_identical_perc","flag_rec_include","demo_race","demo_ethnicity","arkansas_hc_location_ab_ak","healthy_needs_ab_03","adult_hc_barriers_ab_04","adult_mentalhc_barriers_ab_05","child_mentalhc_barriers_ab_06","teleheath_barriers_ab_07","ab_02_important_01","ab_02_important_02","ab_02_important_03","ab_33_rank_01","ab_33_rank_02","ab_33_rank_03","qol_tot","sdoh_01_r","sdoh_02_r","sdoh_04_r","sdoh_05_r","sdoh_06_r","sdoh_03_r","sdoh_07_r","sdoh_tot","ch_01_r","ch_02_r","ch_03_15_01_r","ch_03_15_02_r","ch_03_15_03_r","ch_03_15_04_r","ch_03_15_05_r","ch_03_15_06_r","ch_03_15_07_r","ch_03_15_08_r","ch_03_15_09_r","ch_03_15_10_r","ch_03_15_11_r","ch_03_15_12_r","ch_03_15_13_r","ch_tot","prbq_tot","sf36_physical_functioning","sf36_ph_limitations","sf36_mh_limitations","sf36_energy","sf36_emotional_wb","sf36_social_funct","sf36_pain","sf36_general_health","==___"
"60f47fc03ca663a2425b8085","60f47fc03ca663a2425b8085","60f47fc03ca663a2425b8085",100,138,"2023-04-07 19:37:57","R_2afY12Vw65G2XIi",NA,1,NA,1,"texas","hidalgo_county,_tx",NA,"hidalgo_county,_tx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all_states",NA,"timedout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"true",TRUE,1,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5588c479fdf99b304ee563eb","5588c479fdf99b304ee563eb","5588c479fdf99b304ee563eb",100,379,"2023-04-07 19:38:00","R_1jEedi92Gt3q13w",NA,1,NA,1,"kentucky","jackson_county,_ky",NA,NA,NA,NA,NA,NA,"jackson_county,_ky",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all_states",NA,"timedout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"true",TRUE,1,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6413593b187aab7f8e627d6b","6413593b187aab7f8e627d6b","6413593b187aab7f8e627d6b",100,254,"2023-04-07 19:47:52","R_1MSXzvKjRNUwAQx",NA,1,NA,1,"texas","hardin_county,_tx",NA,"hardin_county,_tx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all_states",NA,"timedout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"true",TRUE,1,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5f2f6bd965964e35e20c7445","5f2f6bd965964e35e20c7445","5f2f6bd965964e35e20c7445",100,1923,"2023-04-07 19:49:27","R_6K9v4K5lREUfZjH",NA,1,NA,1,"texas","travis_county,_tx",NA,"travis_county,_tx",NA,NA,NA,NA,NA,NA,NA,"female",52,"0_people","1_person","1_person","0_people","0_people","white/caucasian",NA,NA,NA,NA,NA,NA,NA,"bachelor's_degree","yes","$25,000___$50,000","employed","health_insurance_(e.g.,_private_insurance,_blue_cross,_hmo)",4,"I responded with general detial",4,4,4,4,4,"I responded with general detial",3,"4",5,"I responded with general detial",4,5,"no","no","never","no","no","no","sometimes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"arthritis","overweight","depression",NA,"obesity","housing_we_can_afford",NA,NA,"access_to_health_care_we_can_afford",NA,NA,NA,NA,NA,NA,"learning_and_using_new_ways_to_reduce_stress",NA,NA,NA,NA,"access_to_exercise_groups","healthier_relationships","better_sleep","access_to_a_health_coach_who_can_help_me_set_and_reach_personal_health_goals","someone_to_keep_me_on_track_with_health_habits","learning_and_using_special_skills_(like_yoga,_tai_chi,_mindfulness,_or_others)",NA,"a_deeper_faith_experience","finding_meaning_and_purpose_in_my_life",NA,"affordable_health_insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"access_to_a_health_coach_who_can_help_me_set_and_reach_personal_health_goals",NA,"learning_and_using_special_skills_(like_yoga,_tai_chi,_mindfulness,_or_others)",NA,NA,"finding_meaning_and_purpose_in_my_life",NA,NA,NA,NA,NA,NA,NA,"did_not_have_health_insurance_or_our_insurance_did_not_cover_what_we_needed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other_(please_specify):","Embarrasment",NA,NA,NA,NA,NA,NA,NA,NA,"there_are_no_children_in_my_household",NA,"no_one_in_my_household_needed_a_telehealth_or_video_visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no",0,0,0,2,0,3,0,2,0,0,0,0,1,25,25,0,100,100,0,50,0,0,0,100,100,100,0,100,100,100,0,0,75,40,50,20,80,80,40,0,60,20,40,0,75,75,25,50,0,"all_states","6430b28c53b599970ff8da6c","approved","2023_04_08t00:17:21.125000z","2023_04_08t00:49:29.130000z","2023_04_12t16:10:01.704000","2023_04_08t00:49:29.473569z",1929,"c12olerp",1001,"texas_(tx)","english","55","female","white","united_states","united_states","united_states","english",NA,NA,FALSE,"true",FALSE,9,5,TRUE,"white/caucasian",NA,NA,"multiple","did_not_have_health_insurance_or_our_insurance_did_not_cover_what_we_needed","other_(please_specify):","there_are_no_children_in_my_household","no_one_in_my_household_needed_a_telehealth_or_video_visit","obesity","housing_we_can_afford","access_to_health_care_we_can_afford","access_to_a_health_coach_who_can_help_me_set_and_reach_personal_health_goals","learning_and_using_special_skills_(like_yoga,_tai_chi,_mindfulness,_or_others)","finding_meaning_and_purpose_in_my_life",51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,7,45,75,33.3333333333333,10,50,75,45,35,FALSE
"568d286ab5a2c2000cb6a91c","568d286ab5a2c2000cb6a91c","568d286ab5a2c2000cb6a91c",100,70,"2023-04-07 20:05:35","R_tJJf5EWBtdsgV57",NA,1,NA,1,"texas","dallas_county,_tx",NA,"dallas_county,_tx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all_states",NA,"timedout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"true",TRUE,1,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6303c76f9b47f2b53cc038d3","6303c76f9b47f2b53cc038d3","6303c76f9b47f2b53cc038d3",100,87,"2023-04-07 20:13:29","R_3ffVq941CYsDqKv",NA,1,NA,1,"indiana","monroe_county,_in",NA,NA,NA,NA,NA,"monroe_county,_in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all_states",NA,"timedout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"true",TRUE,1,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632d11d55b648b951abc3d32","632d11d55b648b951abc3d32","632d11d55b648b951abc3d32",100,68,"2023-04-07 20:16:14","R_1dnbhubi8LTt6bV",NA,1,NA,1,"texas","tarrant_county,_tx",NA,"tarrant_county,_tx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all_states",NA,"timedout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"same",TRUE,1,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632d11d55b648b951abc3d32","632d11d55b648b951abc3d32","632d11d55b648b951abc3d32",100,51,"2023-04-07 20:17:17","R_231BwLvyfGkVjOh",NA,1,NA,1,"texas","tarrant_county,_tx",NA,"tarrant_county,_tx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all_states",NA,"timedout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"same",TRUE,1,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632d11d55b648b951abc3d32","632d11d55b648b951abc3d32","632d11d55b648b951abc3d32",100,49,"2023-04-07 20:18:11","R_2sRZ7p79x6daUb4",NA,1,NA,1,"texas","tarrant_county,_tx",NA,"tarrant_county,_tx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all_states",NA,"timedout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"same",TRUE,1,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6333c1f5756acfabfde457ed","6333c1f5756acfabfde457ed","6333c1f5756acfabfde457ed",100,115,"2023-04-07 20:18:35","R_2bZ4W1UZ4sqCOue",NA,1,NA,1,"north_carolina","catawba_county,_nc",NA,NA,NA,NA,"catawba_county,_nc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all_states",NA,"timedout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"same",TRUE,1,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
